nid,type,language,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate,vid,revision_uid,title,body,teaser,log,revision_timestamp,format,name,picture,data,path,field_mp3['0']['fid'],field_mp3['0']['uid'],field_mp3['0']['filename'],field_mp3['0']['filepath'],field_mp3['0']['filemime'],field_mp3['0']['filesize'],field_mp3['0']['status'],field_mp3['0']['timestamp'],field_mp3['0']['list'],field_mp3['0']['data'],field_artiste['0']['value'],field_ordre['0']['value'],field_article['0']['nid'],field_compositeur['0']['value'],field_genre['0']['value'],field_langue['0']['value'],_workflow,taxonomy['2']['61'],taxonomy['2']['114'],taxonomy['2']['126'],taxonomy['tags']['3'],taxonomy['tags']['4'],menu['link_title'],menu['mlid'],menu['plid'],menu['menu_name'],menu['weight'],menu['module'],menu['expanded'],menu['hidden'],menu['has_children'],menu['customized'],menu['parent_depth_limit'],taxonomy['2']['113'],taxonomy['2']['55'],taxonomy['2']['57'],taxonomy['2']['124'],taxonomy['2']['54'],taxonomy['2']['79'],taxonomy['2']['125'],field_langue['1']['value'],taxonomy['2']['52'],taxonomy['2']['50'],taxonomy['2']['53'],taxonomy['2']['48'],taxonomy['2']['58'],taxonomy['2']['63'],field_mp3['0'],taxonomy['2']['51'],taxonomy['2']['62'],field_mp3['0']['data']['description'],field_genre['1']['value']
1403,corpus,fr,4,1,1296754168,1389890754,0,1,0,0,0,0,1403,0,Is it physical,"<p>Jeff Buckley, extrait d'un entretien à Paris, années 90</p>","<p>Jeff Buckley, extrait d'un entretien à Paris, années 90</p>",,1389890754,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/timbres/track-it-physical,1142,4,is_it_physical.mp3,sites/default/files/corpus/is_it_physical.mp3,audio/mpeg,2803511,1,1297080624,1,NULL,Jeff Buckley,NULL,NULL,NULL,131,133,3,,,,interview,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
1771,corpus,fr,4,1,1297411804,1389890755,0,0,0,0,0,0,1771,0,J'ai dix ans,"<p>George Prat, extrait de <em>Et ma maman aime un allemand</em> de Silvain Gire et Christophe Rault, 2002</p>","<p>George Prat, extrait de <em>Et ma maman aime un allemand</em> de Silvain Gire et Christophe Rault, 2002</p>",Importerad by corpus importation module by admin | 2011-02-11 09:10:03 +0100.,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/timbres/track-jai-dix-ans,1392,4,jai_dix_ans.mp3,sites/default/files/corpus/jai_dix_ans.mp3,audio/mpeg,2136178,1,1297411804,1,NULL,George Prat,NULL,NULL,NULL,131,130,4,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
1766,corpus,fr,4,1,1297340559,1389890755,0,0,0,0,0,0,1766,0,Post-T,"<p>Ethan, vidéo postée sur YouTube, 2007</p>","<p>Ethan, vidéo postée sur YouTube, 2007</p>",Importerad by corpus importation module by admin | 2011-02-10 13:22:39 +0100.,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/timbres/track-post-t,1388,4,post-t.mp3,sites/default/files/corpus/post-t.mp3,audio/mpeg,118367,1,1297340559,1,NULL,Ethan,NULL,NULL,ethan,95,133,4,,,,Message,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
1768,corpus,fr,4,1,1297341074,1389890755,0,1,0,0,0,0,1768,0,Pre-T,"<p>Ethan, vidéo postée sur YouTube, 2007</p>","<p>Ethan, vidéo postée sur YouTube, 2007</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/timbres/track-pre-t,1389,4,pre-t.mp3,sites/default/files/corpus/pre-t.mp3,audio/mpeg,98988,1,1297340560,1,NULL,Ethan,NULL,NULL,NULL,95,133,4,,,,Message,anglais,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
1780,corpus,fr,4,1,1297413389,1389890755,0,1,0,0,0,0,1780,0,On est plus silencieux,"<p>Marguerite Duras, extrait d'un entretien, 1990</p>","<p>Marguerite Duras, extrait d'un entretien, 1990</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/timbres/track-est-plus-silencieux,1416,4,on_est_plus_silencieux_0.mp3,sites/default/files/corpus/on_est_plus_silencieux_0.mp3,audio/mpeg,1010477,1,1297866713,1,NULL,Marguerite Duras,NULL,NULL,NULL,131,130,4,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
1784,corpus,fr,4,1,1297414769,1389890755,0,1,0,0,0,0,1784,0,Rivée au désir de lui seul,"<p>Marguerite Duras, extrait d'une entretien, 1986</p>","<p>Marguerite Duras, extrait d'une entretien, 1986</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/timbres/track-rivee-au-desir-de-lui-seul,1417,4,rivee_au_desir_de_lui_seul_1.mp3,sites/default/files/corpus/rivee_au_desir_de_lui_seul_1.mp3,audio/mpeg,1469188,1,1297866715,1,NULL,Marguerite Duras,NULL,NULL,NULL,131,130,4,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
1779,corpus,fr,4,1,1297413273,1389890755,0,1,0,0,0,0,1779,0,Le shaga,"<p>Marguerite Duras, extrait d'un entretien avec Lucien Attoun, 1968</p>","<p>Marguerite Duras, extrait d'un entretien avec Lucien Attoun, 1968</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/timbres/track-le-shaga,1393,4,le_shaga.mp3,sites/default/files/corpus/le_shaga.mp3,audio/mpeg,595313,1,1297411804,1,NULL,Marguerite Duras,NULL,NULL,NULL,131,130,4,,,,interview,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,57,,,,,,,,,,,,,,,,
1778,corpus,fr,4,1,1297412444,1389890755,0,1,0,0,0,0,1778,0,"Une grosse Bertha, une Black Maria","<p>Pierre-Yves Macé, Grégory Castéra, Joris Lacoste, Frédéric Danos, extrait d'une réunion de l'Encyclopédie de la parole, 2009</p>","<p>Pierre-Yves Macé, Grégory Castéra, Joris Lacoste, Frédéric Danos, extrait d'une réunion de l'Encyclopédie de la parole, 2009</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/series/track-une-grosse-bertha-une-black-maria,1414,4,installations.mp3,sites/default/files/corpus/installations.mp3,audio/mpeg,461280,1,1297866710,1,NULL,NULL,NULL,NULL,NULL,151,130,3,,,,conversation,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,124,,,,,,,,,,,,,,,
1763,corpus,fr,4,1,1297278352,1389890755,0,1,0,0,0,0,1763,0,Santa Cruz,"<p>Extrait d'un rituel d'exorcisme portugais, enregistrement de Tiago Pereira, 2010</p>","<p>Extrait d'un rituel d'exorcisme portugais, enregistrement de Tiago Pereira, 2010</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/cadences/track-santa-cruz,1466,13,33_santa_cruz.mp3,sites/default/files/corpus/33_santa_cruz.mp3,audio/mpeg,1342611,1,1331743326,1,NULL,sorcière,NULL,NULL,NULL,91,137,3,,,,Rituel,portugais,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,54,,,,,,,,,,,,,,
1809,corpus,fr,4,1,1297867601,1389890755,0,1,0,0,0,0,1809,0,Babtou,"<p>Seth Gueko, extrait du morceau&nbsp;<em>Les mains sales</em> de Brasco, 2008</p>","<p>Seth Gueko, extrait du morceau&nbsp;<em>Les mains sales</em> de Brasco, 2008</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/compressions/track-babtou,1412,4,babtou.mp3,sites/default/files/corpus/babtou.mp3,audio/mpeg,692557,1,1297866709,1,NULL,Seth Gueko,NULL,NULL,NULL,69,130,4,,,,rap,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,52,,,,,,,,,,
1810,corpus,fr,4,1,1297867904,1389890755,0,1,0,0,0,0,1810,0,Y'en a marre,"<p>Slogan féministe, années 70</p>","<p>Slogan féministe, années 70</p>",,1389890755,1,admin,,"a:1:{s:13:""form_build_id"";s:37:""form-c45e747db3180913718cdac76d270224"";}",corpus/compressions/track-yen-marre,1410,4,06_yen_a_marre.mp3,sites/default/files/corpus/06_yen_a_marre.mp3,audio/mpeg,196094,1,1297866707,1,NULL,NULL,NULL,NULL,NULL,145,130,4,,,,manifestation,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,52,50,,,,,,,,,
1820,corpus,fr,13,1,1327078969,1389890755,0,0,0,0,0,0,1820,0,Saboter l'e?tat,,,Importerad by corpus importation module by fdanos | 2012-01-20 18:02:46 +0100.,1389890755,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",corpus/track-saboter-letat,1437,13,saboter_l_etat.mp3,sites/default/files/corpus/saboter_l_etat.mp3,audio/mpeg,1847451,1,1327078970,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1829,corpus,fr,13,1,1329321721,1389890756,0,0,0,0,0,0,1829,0,la_necessite_de_vivre_ensemble-01,,,Importerad by corpus importation module by fdanos | 2012-02-15 17:01:57 +0100.,1389890756,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",corpus/track-lanecessitedevivreensemble-01,1438,13,la_necessite_de_vivre_ensemble-01_0_0.mp3,sites/default/files/corpus/la_necessite_de_vivre_ensemble-01_0_0.mp3,audio/mpeg,415942,1,1329321722,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1830,corpus,fr,13,1,1329323269,1389890756,0,0,0,0,0,0,1830,0,la_necessite_de_vivre_ensemble-01,,,Importerad by corpus importation module by fdanos | 2012-02-15 17:27:43 +0100.,1389890756,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",corpus/track-lanecessitedevivreensemble-01-0,1439,13,la_necessite_de_vivre_ensemble-01_0.mp3,sites/default/files/corpus/la_necessite_de_vivre_ensemble-01_0.mp3,audio/mpeg,415942,1,1329323269,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1831,corpus,fr,13,1,1329323498,1389890756,0,0,0,0,0,0,1831,0,Tu viens avec moi ?,"<p>Sara Forestier et&nbsp;<span>Osman Elkharraz,&nbsp;</span>﻿extrait du film <em>L'esquive</em> d'Abdellatif Kechiche, 2004</p>","<p>Sara Forestier et&nbsp;<span>Osman Elkharraz,&nbsp;</span>﻿extrait du film <em>L'esquive</em> d'Abdellatif Kechiche, 2004</p>",Importerad by corpus importation module by fdanos | 2012-02-15 17:31:37 +0100.,1389890756,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",corpus/compressions/track-tu-viens-avec-moi-0,517,3,Tu_viens_avec_moi.mp3,sites/default/files/corpus/Tu_viens_avec_moi.mp3,,0,1,1259262605,1,NULL,L'esquive,NULL,NULL,Frédéric danos,67,130,2,,,,cinéma,français,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,52,,,,,,,,,,
1852,corpus,fr,13,1,1331743305,1389890756,0,0,0,0,0,0,1852,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:43 +0100.,1389890756,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1441,13,10_compte.mp3,sites/default/files/corpus/10_compte.mp3,audio/mpeg,3147149,1,1331743305,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1853,corpus,fr,13,1,1331743306,1389890757,0,0,0,0,0,0,1853,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:46 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1442,13,11_coralie.mp3,sites/default/files/corpus/11_coralie.mp3,audio/mpeg,797174,1,1331743307,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1854,corpus,fr,13,1,1331743307,1389890757,0,0,0,0,0,0,1854,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:47 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1443,13,12_cours_de_russe.mp3,sites/default/files/corpus/12_cours_de_russe.mp3,audio/mpeg,2231819,1,1331743308,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1855,corpus,fr,13,1,1331743308,1389890757,0,0,0,0,0,0,1855,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:48 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1444,13,13_donc_donc_1.mp3,sites/default/files/corpus/13_donc_donc_1.mp3,audio/mpeg,3766774,1,1331743308,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1856,corpus,fr,13,1,1331743309,1389890757,0,0,0,0,0,0,1856,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:49 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1445,13,14_double_dream_hands.mp3,sites/default/files/corpus/14_double_dream_hands.mp3,audio/mpeg,3746921,1,1331743309,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1857,corpus,fr,13,1,1331743310,1389890757,0,0,0,0,0,0,1857,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:49 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1446,13,15_fabienne_tabard.mp3,sites/default/files/corpus/15_fabienne_tabard.mp3,audio/mpeg,3466888,1,1331743310,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1858,corpus,fr,13,1,1331743311,1389890757,0,0,0,0,0,0,1858,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:50 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1447,13,16_filature_2.mp3,sites/default/files/corpus/16_filature_2.mp3,audio/mpeg,5418758,1,1331743311,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1859,corpus,fr,13,1,1331743311,1389890757,0,0,0,0,0,0,1859,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:51 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1448,13,17_in_principio.mp3,sites/default/files/corpus/17_in_principio.mp3,audio/mpeg,4867051,1,1331743312,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1860,corpus,fr,13,1,1331743312,1389890757,0,0,0,0,0,0,1860,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:52 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1449,13,18_j_ai_voulu_ecrire_ce_texte.mp3,sites/default/files/corpus/18_j_ai_voulu_ecrire_ce_texte.mp3,audio/mpeg,1526513,1,1331743312,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1861,corpus,fr,13,1,1331743313,1389890757,0,0,0,0,0,0,1861,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:52 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1450,13,19_je_vous_gratte_le_cul.mp3,sites/default/files/corpus/19_je_vous_gratte_le_cul.mp3,audio/mpeg,1059443,1,1331743313,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1862,corpus,fr,13,1,1331743314,1389890757,0,0,0,0,0,0,1862,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:53 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1451,13,1_cest_qui_les_porcs___.mp3,sites/default/files/corpus/1_cest_qui_les_porcs___.mp3,audio/mpeg,2696798,1,1331743314,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1863,corpus,fr,13,1,1331743314,1389890757,0,0,0,0,0,0,1863,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:54 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1452,13,20_je_les_ecarte.mp3,sites/default/files/corpus/20_je_les_ecarte.mp3,audio/mpeg,1286186,1,1331743314,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1864,corpus,fr,13,1,1331743315,1389890757,0,0,0,0,0,0,1864,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:55 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1453,13,21_la_parade_la_reprise_-_la_position_de_hors-jeu.mp3,sites/default/files/corpus/21_la_parade_la_reprise_-_la_position_de_hors-jeu.mp3,audio/mpeg,1506660,1,1331743316,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1865,corpus,fr,13,1,1331743316,1389890757,0,0,0,0,0,0,1865,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:56 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1454,13,22_la_pontire.mp3,sites/default/files/corpus/22_la_pontire.mp3,audio/mpeg,2181664,1,1331743317,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1866,corpus,fr,13,1,1331743317,1389890757,0,0,0,0,0,0,1866,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:57 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1455,13,23_le_lac.mp3,sites/default/files/corpus/23_le_lac.mp3,audio/mpeg,1916260,1,1331743318,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1867,corpus,fr,13,1,1331743318,1389890757,0,0,0,0,0,0,1867,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:58 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1456,13,24_le_lacher_de_salope.bigard_jean_marie.mp3,sites/default/files/corpus/24_le_lacher_de_salope.bigard_jean_marie.mp3,audio/mpeg,1286186,1,1331743318,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1868,corpus,fr,13,1,1331743319,1389890757,0,0,0,0,0,0,1868,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:58 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1457,13,25_les_prieres_dans_les_langues.mp3,sites/default/files/corpus/25_les_prieres_dans_les_langues.mp3,audio/mpeg,4246382,1,1331743319,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1869,corpus,fr,13,1,1331743319,1389890757,0,0,0,0,0,0,1869,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:41:59 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1458,13,26_like_you_were_talking.mp3,sites/default/files/corpus/26_like_you_were_talking.mp3,audio/mpeg,3086545,1,1331743320,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1870,corpus,fr,13,1,1331743320,1389890757,0,0,0,0,0,0,1870,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:00 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1459,13,27_macbeth.mp3,sites/default/files/corpus/27_macbeth.mp3,audio/mpeg,1167068,1,1331743320,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1871,corpus,fr,13,1,1331743321,1389890757,0,0,0,0,0,0,1871,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:00 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1460,13,28_mmmmm.mp3,sites/default/files/corpus/28_mmmmm.mp3,audio/mpeg,3556749,1,1331743321,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1872,corpus,fr,13,1,1331743322,1389890757,0,0,0,0,0,0,1872,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:01 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1461,13,29_modiano_enfance.mp3,sites/default/files/corpus/29_modiano_enfance.mp3,audio/mpeg,2513941,1,1331743322,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1873,corpus,fr,13,1,1331743322,1389890757,0,0,0,0,0,0,1873,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:02 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1462,13,2_09_ca_eut_paye9_le_paysan.mp3,sites/default/files/corpus/2_09_ca_eut_paye9_le_paysan.mp3,audio/mpeg,1206774,1,1331743323,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1874,corpus,fr,13,1,1331743323,1389890757,0,0,0,0,0,0,1874,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:03 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1463,13,30_montre_ce_que_tu_sais_faire.mp3,sites/default/files/corpus/30_montre_ce_que_tu_sais_faire.mp3,audio/mpeg,3501370,1,1331743323,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1875,corpus,fr,13,1,1331743324,1389890757,0,0,0,0,0,0,1875,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:04 +0100.,1389890757,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1464,13,31_ou_sont_mes_droits.mp3,sites/default/files/corpus/31_ou_sont_mes_droits.mp3,audio/mpeg,4231754,1,1331743324,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1876,corpus,fr,13,1,1331743325,1389890758,0,0,0,0,0,0,1876,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:05 +0100.,1389890758,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1465,13,32_p4_10biquefarre.mp3,sites/default/files/corpus/32_p4_10biquefarre.mp3,audio/mpeg,1270513,1,1331743325,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
1877,corpus,fr,13,1,1331743326,1389890758,0,0,0,0,0,0,1877,0,,,,Importerad by corpus importation module by fdanos | 2012-03-14 17:42:06 +0100.,1389890758,1,fdanos,,"a:1:{s:13:""form_build_id"";s:37:""form-f92aaf47e749ee9bd9b5b48ee21afa97"";}",,1466,13,33_santa_cruz.mp3,sites/default/files/corpus/33_santa_cruz.mp3,audio/mpeg,1342611,1,1331743326,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,,,,,,0,0,primary-links,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
